Sample_ID,Latitude_deg_SAR,Longitude_deg_SAR,Incidence_Angle_deg_SAR,Ground_Range_m_SAR,Slant_Range_m_SAR,Sat_Pos_X_m_SAR_OAT,Sat_Pos_Y_m_SAR_OAT,Sat_Pos_Z_m_SAR_OAT,Power_LH_DFSAR,Power_LV_DFSAR,CPR_DFSAR,DOP_DFSAR,Reflectance_OHRC,Elevation_m_TMC2,Slope_deg_TMC2,Reflectance_IIRS_1500nm,Reflectance_IIRS_2000nm,IIRS_Band_Ratio,IIRS_H2O_Absorption_Depth,Hazard_Class_Label
F2_7623,-88.1809,-149.3902,24.14,36607.33,93776.82,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7624,-88.1836,-148.7628,24.49,37215.28,94027.61,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7625,-88.186,-148.1593,24.83,37798.38,94271.39,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7626,-88.188,-147.5815,25.15,38355.24,94507.13,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7627,-88.1901,-146.9593,25.5,38953.63,94763.63,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.5,,,,,safe_flat
F2_7628,-88.1918,-146.3493,25.83,39539.07,95017.74,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7629,-88.1934,-145.7485,26.16,40114.62,95270.57,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7630,-88.178,-150.4145,23.56,35617.95,93376.12,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1844.0,0.5,,,,,safe_flat
F2_7631,-88.1808,-149.8315,23.89,36185.11,93604.69,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.9,0.5,,,,,safe_flat
F2_7632,-88.1835,-149.2363,24.23,36762.51,93840.51,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7633,-88.1861,-148.6164,24.58,37362.06,94088.68,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7634,-88.1884,-148.0187,24.91,37938.63,94330.49,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7635,-88.1904,-147.4388,25.23,38496.71,94567.48,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7636,-88.1924,-146.819,25.58,39091.93,94823.38,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.6,,,,,safe_flat
F2_7637,-88.1941,-146.2054,25.91,39679.94,95079.34,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7638,-88.1956,-145.6025,26.24,40256.68,95333.43,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7639,-88.1806,-150.269,23.65,35766.64,93435.75,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1844.0,0.5,,,,,safe_flat
F2_7640,-88.1834,-149.6977,23.97,36321.49,93660.11,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.9,0.5,,,,,safe_flat
F2_7641,-88.1861,-149.0801,24.32,36919.6,93905.21,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7642,-88.1886,-148.4761,24.66,37502.76,94147.4,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7643,-88.1908,-147.8781,25.0,38078.68,94389.69,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7644,-88.1929,-147.2884,25.32,38645.34,94631.07,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7645,-88.1948,-146.6736,25.66,39234.75,94885.26,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.6,,,,,safe_flat
F2_7646,-88.1964,-146.066,25.99,39816.23,95139.12,-72578.9,1465.62,-1820054.48,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7647,-88.1979,-145.4414,26.33,40444.85,95411.98,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.0,0.6,,,,,safe_flat
F2_7648,-88.1833,-150.1325,23.73,35941.1,93500.89,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7649,-88.186,-149.5574,24.06,36498.1,93727.04,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7650,-88.1887,-148.9362,24.41,37098.11,93973.94,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7651,-88.1911,-148.3337,24.75,37678.45,94215.93,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.5,,,,,safe_flat
F2_7652,-88.1933,-147.7407,25.08,38248.07,94456.5,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7653,-88.1953,-147.1366,25.41,38827.19,94704.13,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7654,-88.1972,-146.5063,25.76,39430.05,94965.16,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7655,-88.1987,-145.9223,26.07,39987.65,95209.53,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.1,0.6,,,,,safe_flat
F2_7656,-88.2002,-145.2862,26.42,40593.96,95478.41,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.0,0.6,,,,,safe_flat
F2_7657,-88.1859,-149.9892,23.82,36085.68,93559.31,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7658,-88.1886,-149.4035,24.15,36651.97,93790.04,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7659,-88.1912,-148.7995,24.49,37234.43,94030.5,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7660,-88.1936,-148.1879,24.83,37822.49,94276.48,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.5,,,,,safe_flat
F2_7661,-88.1957,-147.5956,25.16,38390.62,94517.17,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7662,-88.1976,-146.9952,25.49,38965.35,94763.66,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7663,-88.1995,-146.3525,25.84,39579.18,95030.25,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7664,-88.201,-145.7909,26.14,40114.63,95265.57,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.0,0.6,,,,,safe_flat
F2_7665,-88.1854,-150.472,23.55,35623.66,93373.31,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7666,-88.1885,-149.8532,23.9,36222.91,93614.94,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7667,-88.1912,-149.2425,24.25,36812.39,93855.95,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7668,-88.1936,-148.6652,24.57,37368.08,94086.12,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7669,-88.1961,-148.0386,24.92,37969.73,94338.57,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.5,,,,,safe_flat
F2_7670,-88.1981,-147.4476,25.24,38535.7,94579.1,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7671,-88.2,-146.8504,25.57,39106.44,94824.63,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7672,-88.2018,-146.2077,25.93,39719.44,95091.64,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7673,-88.2033,-145.595,26.26,40302.66,95348.82,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.1,0.6,,,,,safe_flat
F2_7674,-88.1882,-150.3055,23.65,35791.2,93440.52,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7675,-88.191,-149.7187,23.98,36358.38,93670.04,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7676,-88.1938,-149.099,24.33,36955.63,93915.0,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7677,-88.1961,-148.5256,24.65,37506.71,94143.99,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7678,-88.1985,-147.897,25.0,38109.23,94397.58,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.5,,,,,safe_flat
F2_7679,-88.2006,-147.2888,25.34,38690.88,94645.56,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7680,-88.2024,-146.69,25.66,39262.23,94892.17,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7681,-88.2041,-146.0618,26.01,39860.48,95153.55,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7682,-88.2056,-145.442,26.34,40449.71,95414.14,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.1,0.6,,,,,safe_flat
F2_7683,-88.1909,-150.159,23.74,35939.03,93500.05,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7684,-88.1936,-149.5811,24.06,36496.74,93726.49,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7685,-88.1963,-148.968,24.41,37086.54,93969.14,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7686,-88.1986,-148.3786,24.74,37652.06,94204.86,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7687,-88.201,-147.7475,25.09,38256.04,94459.88,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.5,,,,,safe_flat
F2_7688,-88.203,-147.1448,25.42,38831.47,94705.97,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7689,-88.2048,-146.531,25.76,39416.28,94959.16,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7690,-88.2064,-145.9146,26.09,40002.45,95216.05,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7691,-88.2077,-145.3433,26.39,40544.93,95456.54,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.0,0.6,,,,,safe_flat
F2_7692,-88.1935,-150.015,23.83,36084.18,93558.7,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7693,-88.1963,-149.4101,24.17,36666.83,93796.13,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7694,-88.1987,-148.8408,24.48,37213.67,94021.87,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7695,-88.2011,-148.2283,24.82,37800.39,94267.18,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7696,-88.2034,-147.5988,25.17,38401.89,94521.97,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.5,,,,,safe_flat
F2_7697,-88.2053,-147.0138,25.49,38959.59,94761.18,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7698,-88.2072,-146.3724,25.85,39569.78,95026.14,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7699,-88.2087,-145.7602,26.18,40151.06,95281.67,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7700,-88.1926,-150.5979,23.49,35527.6,93334.89,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7701,-88.1961,-149.8791,23.91,36221.22,93614.26,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7702,-88.1989,-149.2606,24.26,36816.0,93857.43,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7703,-88.2012,-148.7048,24.56,37348.88,94078.12,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7704,-88.2036,-148.0841,24.91,37942.53,94327.09,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7705,-88.2058,-147.4481,25.26,38549.3,94584.92,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.5,,,,,safe_flat
F2_7706,-88.2076,-146.8799,25.57,39090.14,94817.58,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7707,-88.2095,-146.2189,25.93,39718.08,95091.04,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7708,-88.211,-145.5916,26.27,40312.84,95353.33,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7709,-88.1959,-150.3323,23.66,35790.73,93440.33,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.9,0.5,,,,,safe_flat
F2_7710,-88.1987,-149.7398,23.99,36361.23,93671.2,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7711,-88.2014,-149.1247,24.34,36951.76,93913.41,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7712,-88.2037,-148.5582,24.65,37494.04,94138.7,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7713,-88.2061,-147.9385,24.99,38085.83,94387.67,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7714,-88.2083,-147.2937,25.35,38699.99,94649.47,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.5,,,,,safe_flat
F2_7715,-88.21,-146.7367,25.65,39229.38,94877.91,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7716,-88.2118,-146.0708,26.02,39861.05,95153.8,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7717,-88.2133,-145.4363,26.36,40461.76,95419.5,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7718,-88.1985,-150.1884,23.75,35935.94,93498.8,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.9,0.5,,,,,safe_flat
F2_7719,-88.2013,-149.5902,24.08,36510.9,93732.28,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7720,-88.2039,-148.9957,24.41,37080.7,93966.73,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7721,-88.2063,-148.3939,24.75,37655.88,94206.46,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7722,-88.2085,-147.7942,25.08,38227.55,94447.78,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7723,-88.2107,-147.1447,25.44,38845.25,94711.9,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.5,,,,,safe_flat
F2_7724,-88.2123,-146.5884,25.73,39373.12,94940.37,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7725,-88.2141,-145.907,26.11,40018.53,95223.14,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7726,-88.2155,-145.2944,26.44,40597.73,95480.09,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7727,-88.2011,-150.0467,23.83,36078.7,93556.48,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.9,0.5,,,,,safe_flat
F2_7728,-88.2039,-149.4417,24.17,36659.24,93793.02,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7729,-88.2064,-148.8576,24.49,37218.08,94023.71,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7730,-88.2088,-148.2361,24.84,37811.08,94271.68,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7731,-88.211,-147.6441,25.16,38374.55,94510.31,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7732,-88.213,-147.019,25.51,38968.06,94764.83,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.6,,,,,safe_flat
F2_7733,-88.2147,-146.4429,25.81,39514.0,95001.77,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7734,-88.2164,-145.7531,26.19,40166.4,95288.46,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7735,-88.2008,-150.5154,23.57,35634.67,93377.71,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1844.0,0.5,,,,,safe_flat
F2_7736,-88.2037,-149.9079,23.91,36218.43,93613.12,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.9,0.5,,,,,safe_flat
F2_7737,-88.2064,-149.3039,24.25,36797.02,93849.62,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.8,0.5,,,,,safe_flat
F2_7738,-88.2089,-148.7125,24.58,37361.92,94083.56,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7739,-88.2113,-148.0888,24.92,37956.0,94332.77,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7740,-88.2134,-147.485,25.25,38529.72,94576.55,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7741,-88.2153,-146.9063,25.57,39078.4,94812.5,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7742,-88.217,-146.2794,25.91,39671.57,95070.67,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7743,-88.2187,-145.6103,26.27,40303.57,95349.22,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7744,-88.2035,-150.3647,23.66,35786.6,93438.67,-71935.03,1979.57,-1820074.03,0.0,1e-06,0.05,0.9048,0.1653,-1844.0,0.5,,,,,safe_flat
F2_7745,-88.2063,-149.7673,24.0,36397.12,93680.74,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7746,-88.2089,-149.1798,24.32,36958.43,93911.09,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7747,-88.2115,-148.5569,24.67,37551.8,94157.8,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.6,,,,,safe_flat
F2_7748,-88.2138,-147.9477,25.01,38130.56,94401.58,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7749,-88.2159,-147.3191,25.35,38726.32,94655.74,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7750,-88.2176,-146.7732,25.64,39242.69,94878.66,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.0,0.6,,,,,safe_flat
F2_7751,-88.2194,-146.0935,26.01,39884.25,95159.0,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.1,0.6,,,,,safe_flat
F2_7752,-88.2209,-145.465,26.35,40476.5,95421.07,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.0,0.6,,,,,safe_flat
F2_7753,-88.2061,-150.2177,23.75,35971.31,93507.99,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7754,-88.2089,-149.6232,24.08,36540.03,93739.11,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7755,-88.2114,-149.0423,24.4,37094.02,93967.17,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7756,-88.214,-148.4082,24.76,37697.1,94218.71,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.6,,,,,safe_flat
F2_7757,-88.2162,-147.8051,25.09,38269.2,94460.44,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7758,-88.2183,-147.1663,25.44,38873.71,94719.12,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7759,-88.2199,-146.6301,25.72,39380.07,94938.38,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.0,0.6,,,,,safe_flat
F2_7760,-88.2218,-145.9161,26.12,40053.07,95233.38,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.1,0.6,,,,,safe_flat
F2_7761,-88.2232,-145.3279,26.43,40606.48,95479.01,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.0,0.6,,,,,safe_flat
F2_7762,-88.2087,-150.0776,23.84,36111.07,93564.5,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.7,0.5,,,,,safe_flat
F2_7763,-88.2115,-149.4851,24.16,36676.83,93795.16,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.6,0.5,,,,,safe_flat
F2_7764,-88.214,-148.8781,24.5,37254.76,94033.89,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.5,0.5,,,,,safe_flat
F2_7765,-88.2165,-148.262,24.84,37839.75,94278.7,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.4,0.6,,,,,safe_flat
F2_7766,-88.2187,-147.6435,25.18,38425.49,94526.99,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.3,0.6,,,,,safe_flat
F2_7767,-88.2207,-147.0293,25.51,39005.84,94776.11,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.2,0.6,,,,,safe_flat
F2_7768,-88.2223,-146.4589,25.82,39543.73,95009.74,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.1,0.6,,,,,safe_flat
F2_7769,-88.2241,-145.7707,26.2,40191.44,95294.54,-71291.14,2493.51,-1820093.21,0.0,1e-06,0.05,0.9048,0.1653,-1843.1,0.6,,,,,safe_flat
