Sample_ID,Latitude_deg_SAR,Longitude_deg_SAR,Incidence_Angle_deg_SAR,Ground_Range_m_SAR,Slant_Range_m_SAR,Sat_Pos_X_m_SAR_OAT,Sat_Pos_Y_m_SAR_OAT,Sat_Pos_Z_m_SAR_OAT,Power_LH_DFSAR,Power_LV_DFSAR,CPR_DFSAR,DOP_DFSAR,Reflectance_OHRC,Elevation_m_TMC2,Slope_deg_TMC2,Reflectance_IIRS_1500nm,Reflectance_IIRS_2000nm,IIRS_Band_Ratio,IIRS_H2O_Absorption_Depth,Hazard_Class_Label
F2_0000,-86.5188,-145.7955,23.93,37113.22,94385.22,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0001,-86.52,-145.5223,24.22,37603.86,94588.85,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0002,-86.5212,-145.2514,24.5,38090.29,94792.94,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0003,-86.5224,-144.9424,24.83,38645.17,95028.4,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0004,-86.5235,-144.6393,25.15,39189.55,95262.12,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0005,-86.5245,-144.3333,25.47,39739.23,95500.86,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0006,-86.5255,-144.0052,25.82,40328.7,95759.89,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0007,-86.5263,-143.6927,26.15,40890.23,96009.53,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0008,-86.527,-143.3858,26.47,41441.74,96257.42,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0009,-86.521,-145.7322,24.0,37244.57,94439.52,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0010,-86.5222,-145.4649,24.28,37723.99,94639.05,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0011,-86.5234,-145.1766,24.58,38241.38,94856.77,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0012,-86.5246,-144.8681,24.91,38794.85,95092.39,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0013,-86.5257,-144.567,25.23,39335.27,95325.15,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0014,-86.5267,-144.2551,25.56,39895.05,95569.03,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0015,-86.5276,-143.9293,25.9,40479.87,95826.82,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0016,-86.5284,-143.6174,26.23,41039.77,96076.48,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0017,-86.5291,-143.2993,26.56,41611.05,96334.06,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0018,-86.5232,-145.6634,24.08,37385.57,94497.98,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0019,-86.5244,-145.4042,24.34,37850.12,94691.9,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0020,-86.5256,-145.1003,24.67,38394.85,94921.82,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0021,-86.5268,-144.7948,24.99,38942.53,95155.73,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0022,-86.5278,-144.4999,25.3,39471.27,95384.14,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0023,-86.5288,-144.1764,25.64,40051.57,95637.72,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0024,-86.5297,-143.8527,25.98,40632.04,95894.4,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0025,-86.5305,-143.5388,26.31,41195.12,96146.24,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0026,-86.5312,-143.22,26.64,41767.16,96404.95,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0027,-86.5254,-145.6004,24.14,37515.98,94552.22,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0028,-86.5266,-145.334,24.42,37993.09,94751.98,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,1.0,,,,,safe_flat
F2_0029,-86.5278,-145.0239,24.75,38548.5,94987.17,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,0.9,,,,,safe_flat
F2_0030,-86.529,-144.7213,25.07,39090.54,95219.41,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0031,-86.53,-144.4142,25.39,39640.69,95457.86,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0032,-86.531,-144.0995,25.72,40204.64,95705.11,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0033,-86.5319,-143.7752,26.07,40785.76,95962.87,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0034,-86.5326,-143.4551,26.4,41359.57,96220.32,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0035,-86.5264,-145.8049,23.93,37167.72,94407.73,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,1.0,,,,,safe_flat
F2_0036,-86.5276,-145.5397,24.21,37642.15,94604.84,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.5,1.0,,,,,safe_flat
F2_0037,-86.5288,-145.2603,24.5,38142.14,94814.82,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.5,1.0,,,,,safe_flat
F2_0038,-86.53,-144.95,24.83,38697.45,95050.72,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,1.0,,,,,safe_flat
F2_0039,-86.5311,-144.6497,25.15,39234.98,95281.75,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,1.0,,,,,safe_flat
F2_0040,-86.5322,-144.3339,25.48,39800.17,95527.49,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,0.9,,,,,safe_flat
F2_0041,-86.5331,-144.0099,25.82,40380.34,95782.73,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0042,-86.534,-143.6984,26.15,40938.14,96030.95,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0043,-86.5347,-143.3754,26.49,41516.62,96291.29,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0044,-86.5286,-145.7432,24.0,37296.08,94460.86,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.5,1.0,,,,,safe_flat
F2_0045,-86.5298,-145.4812,24.27,37764.42,94655.98,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.4,1.0,,,,,safe_flat
F2_0046,-86.531,-145.1851,24.58,38293.74,94878.94,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.4,1.0,,,,,safe_flat
F2_0047,-86.5322,-144.8813,24.9,38836.93,95110.42,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.4,1.0,,,,,safe_flat
F2_0048,-86.5333,-144.5715,25.23,39390.99,95349.3,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.5,1.0,,,,,safe_flat
F2_0049,-86.5343,-144.2552,25.56,39956.78,95596.09,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,1.0,,,,,safe_flat
F2_0050,-86.5353,-143.9324,25.91,40534.08,95850.87,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,0.9,,,,,safe_flat
F2_0051,-86.5361,-143.6171,26.23,41098.33,96102.75,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0052,-86.5368,-143.2988,26.57,41667.97,96359.89,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0053,-86.5308,-145.6781,24.07,37430.27,94516.55,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.4,1.0,,,,,safe_flat
F2_0054,-86.532,-145.4131,24.34,37903.65,94714.38,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.3,1.0,,,,,safe_flat
F2_0055,-86.5333,-145.1092,24.67,38446.54,94943.79,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.3,1.0,,,,,safe_flat
F2_0056,-86.5344,-144.8109,24.98,38979.29,95171.53,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.3,1.0,,,,,safe_flat
F2_0057,-86.5355,-144.4894,25.32,39553.87,95420.05,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.4,1.0,,,,,safe_flat
F2_0058,-86.5365,-144.1769,25.65,40112.24,95664.41,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.5,1.0,,,,,safe_flat
F2_0059,-86.5374,-143.8593,25.98,40679.91,95915.7,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,1.0,,,,,safe_flat
F2_0060,-86.5382,-143.5397,26.32,41251.26,96171.5,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,0.9,,,,,safe_flat
F2_0061,-86.5389,-143.2258,26.64,41812.62,96425.63,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0062,-86.533,-145.618,24.13,37555.55,94568.71,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.2,1.0,,,,,safe_flat
F2_0063,-86.5342,-145.3373,24.43,38056.53,94778.7,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.2,1.0,,,,,safe_flat
F2_0064,-86.5355,-145.0336,24.75,38598.48,95008.47,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.3,1.0,,,,,safe_flat
F2_0065,-86.5366,-144.7298,25.07,39140.83,95241.1,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.3,1.0,,,,,safe_flat
F2_0066,-86.5377,-144.4151,25.4,39702.66,95484.89,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.3,1.0,,,,,safe_flat
F2_0067,-86.5386,-144.1003,25.73,40264.65,95731.59,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.4,1.0,,,,,safe_flat
F2_0068,-86.5395,-143.7834,26.06,40830.64,95982.9,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.5,1.0,,,,,safe_flat
F2_0069,-86.5403,-143.462,26.4,41404.84,96240.75,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,1.0,,,,,safe_flat
F2_0070,-86.534,-145.8253,23.92,37203.91,94422.7,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.2,1.0,,,,,safe_flat
F2_0071,-86.5352,-145.555,24.2,37685.94,94623.14,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.1,1.0,,,,,safe_flat
F2_0072,-86.5365,-145.264,24.51,38204.68,94841.24,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.1,1.0,,,,,safe_flat
F2_0073,-86.5377,-144.9634,24.82,38740.69,95069.21,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.2,1.0,,,,,safe_flat
F2_0074,-86.5388,-144.6592,25.14,39283.18,95302.6,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.2,1.0,,,,,safe_flat
F2_0075,-86.5398,-144.3394,25.48,39853.69,95550.91,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.3,1.0,,,,,safe_flat
F2_0076,-86.5408,-144.0226,25.81,40418.92,95799.81,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.3,1.0,,,,,safe_flat
F2_0077,-86.5416,-143.7119,26.14,40973.34,96046.71,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.4,1.0,,,,,safe_flat
F2_0078,-86.5424,-143.3811,26.48,41563.71,96312.61,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.5,1.0,,,,,safe_flat
F2_0079,-86.5362,-145.7597,23.99,37339.33,94478.79,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.1,1.0,,,,,safe_flat
F2_0080,-86.5374,-145.4888,24.27,37821.78,94680.02,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.0,1.0,,,,,safe_flat
F2_0081,-86.5387,-145.1886,24.59,38356.54,94905.57,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.0,1.0,,,,,safe_flat
F2_0082,-86.5398,-144.8955,24.9,38878.73,95128.34,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.1,1.0,,,,,safe_flat
F2_0083,-86.541,-144.5824,25.23,39436.58,95369.08,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.1,1.0,,,,,safe_flat
F2_0084,-86.542,-144.2629,25.56,40006.11,95617.75,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.2,1.0,,,,,safe_flat
F2_0085,-86.5429,-143.9431,25.9,40576.23,95869.59,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.3,1.0,,,,,safe_flat
F2_0086,-86.5437,-143.6437,26.21,41109.93,96107.96,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.3,1.0,,,,,safe_flat
F2_0087,-86.5444,-143.3045,26.56,41714.99,96381.24,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.4,1.0,,,,,safe_flat
F2_0088,-86.5384,-145.6973,24.06,37468.63,94532.51,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1837.9,1.0,,,,,safe_flat
F2_0089,-86.5397,-145.4196,24.35,37962.79,94739.23,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1837.9,1.0,,,,,safe_flat
F2_0090,-86.5409,-145.1176,24.67,38500.26,94966.63,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.0,1.0,,,,,safe_flat
F2_0091,-86.542,-144.8206,24.98,39028.98,95192.9,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.0,1.0,,,,,safe_flat
F2_0092,-86.5431,-144.5016,25.31,39597.09,95438.86,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.0,1.0,,,,,safe_flat
F2_0093,-86.5441,-144.185,25.65,40160.79,95685.79,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.1,1.0,,,,,safe_flat
F2_0094,-86.545,-143.8704,25.98,40721.1,95934.04,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.2,1.0,,,,,safe_flat
F2_0095,-86.5458,-143.5625,26.29,41269.65,96179.78,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.2,1.0,,,,,safe_flat
F2_0096,-86.5465,-143.2268,26.65,41867.88,96450.8,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1838.4,1.0,,,,,safe_flat
F2_0097,-86.5406,-145.6338,24.12,37599.95,94587.22,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1837.8,1.0,,,,,safe_flat
F2_0098,-86.5419,-145.3455,24.43,38112.41,94802.27,-122098.36,-38106.53,-1817441.47,0.0,1e-06,0.05,0.9048,0.1653,-1837.8,1.0,,,,,safe_flat
F2_0099,-86.5431,-145.0442,24.74,38470.7,94948.77,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0100,-86.5443,-144.7328,25.07,39027.07,95186.81,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0101,-86.5453,-144.4211,25.4,39584.1,95427.95,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.2,0.9,,,,,safe_flat
F2_0102,-86.5463,-144.107,25.73,40145.3,95673.72,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.2,0.9,,,,,safe_flat
F2_0103,-86.5471,-143.8057,26.04,40683.76,95912.18,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.2,0.9,,,,,safe_flat
F2_0104,-86.5479,-143.4744,26.39,41276.08,96177.46,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.3,0.9,,,,,safe_flat
F2_0105,-86.5416,-145.8386,23.91,37068.97,94361.65,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0106,-86.5429,-145.5664,24.2,37554.95,94563.15,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0107,-86.5441,-145.2672,24.51,38088.93,94787.07,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0108,-86.5453,-144.9735,24.82,38613.26,95009.49,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0109,-86.5465,-144.6559,25.16,39180.23,95252.83,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0110,-86.5475,-144.344,25.48,39737.02,95494.64,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0111,-86.5484,-144.0371,25.8,40285.06,95735.36,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0112,-86.5492,-143.7384,26.11,40818.37,95972.19,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0113,-86.55,-143.399,26.47,41424.51,96244.42,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.2,0.9,,,,,safe_flat
F2_0114,-86.5439,-145.7738,23.98,37202.25,94416.7,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0115,-86.5451,-145.4954,24.27,37698.74,94623.19,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0116,-86.5464,-145.1937,24.59,38236.72,94849.51,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0117,-86.5475,-144.8925,24.91,38773.96,95078.17,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0118,-86.5486,-144.5864,25.23,39319.98,95313.26,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0119,-86.5496,-144.2798,25.55,39866.89,95551.44,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0120,-86.5506,-143.9575,25.89,40441.77,95804.69,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0121,-86.5513,-143.6546,26.2,40982.18,96045.44,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0122,-86.5521,-143.32,26.55,41579.45,96314.53,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.2,0.9,,,,,safe_flat
F2_0123,-86.5461,-145.7098,24.05,37333.8,94471.19,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0124,-86.5473,-145.4238,24.35,37843.39,94683.78,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0125,-86.5486,-145.1194,24.67,38385.85,94912.72,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0126,-86.5497,-144.819,24.99,38921.13,95141.27,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0127,-86.5508,-144.5092,25.31,39473.33,95379.77,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0128,-86.5518,-144.2021,25.63,40020.63,95618.88,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0129,-86.5527,-143.8832,25.97,40589.12,95870.08,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0130,-86.5535,-143.5629,26.3,41160.12,96125.28,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0131,-86.5542,-143.2375,26.64,41740.27,96387.51,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.1,0.9,,,,,safe_flat
F2_0132,-86.5483,-145.6417,24.13,37472.66,94528.88,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0133,-86.5496,-145.3523,24.43,37987.88,94744.49,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0134,-86.5508,-145.0464,24.75,38532.52,94975.08,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0135,-86.5519,-144.7449,25.07,39069.32,95205.0,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0136,-86.553,-144.4358,25.39,39619.7,95443.45,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.8,0.9,,,,,safe_flat
F2_0137,-86.5539,-144.1175,25.72,40186.55,95691.89,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0138,-86.5548,-143.8099,26.04,40734.31,95934.69,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.9,0.9,,,,,safe_flat
F2_0139,-86.5556,-143.4886,26.38,41306.63,96191.22,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1839.0,0.9,,,,,safe_flat
F2_0140,-86.5493,-145.8505,23.91,37118.95,94382.27,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0141,-86.5505,-145.5733,24.2,37611.87,94586.89,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.6,0.9,,,,,safe_flat
F2_0142,-86.5518,-145.2761,24.51,38140.56,94808.86,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0143,-86.553,-144.9702,24.84,38684.55,95039.93,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0144,-86.5541,-144.6664,25.15,39224.96,95272.15,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
F2_0145,-86.5551,-144.3559,25.48,39777.46,95512.31,-121456.11,-37592.73,-1817489.41,0.0,1e-06,0.05,0.9048,0.1653,-1838.7,0.9,,,,,safe_flat
